
History Channel ,,http://38.199.6.1:17001/play/a030/index.m3u8
ID ,,http://38.199.6.1:17001/play/a04b/index.m3u8
IPe I,,http://38.199.6.1:17001/play/a0cp/index.m3u8
Justicia TV I,,http://38.199.6.1:17001/play/a0ct/index.m3u8
Kanal D Drama,,http://38.199.6.1:17001/play/a0y9/index.m3u8
Kanal D Drama ENCODER ,,http://38.199.6.1:17001/play/a058/index.m3u8
Karibeña I,,http://38.199.6.1:17001/play/a0cd/index.m3u8
La Red ,,http://38.199.6.1:17001/play/a03e/index.m3u8
Las Estrellas ,,http://38.199.6.1:17001/play/a06d/index.m3u8
Latina ,,http://38.199.6.1:17001/play/a05w/index.m3u8
Latina ,,http://38.199.6.1:17001/play/a0v0/index.m3u8
Lifetime,,http://38.199.6.1:17001/play/a0pw/index.m3u8
Liga 1 ENCODER ,,http://38.199.6.1:17001/play/a0cz/index.m3u8
Liga 1 MAX ,,http://38.199.6.1:17001/play/a0ce/index.m3u8
Love Nature ,,http://38.199.6.1:17001/play/a065/index.m3u8
MEGA ,,http://38.199.6.1:17001/play/a050/index.m3u8
MTV 00s ,,http://38.199.6.1:17001/play/a047/index.m3u8
MTV ,,http://38.199.6.1:17001/play/a06b/index.m3u8
MTV HITS ENCODER ,,http://38.199.6.1:17001/play/a0ut/index.m3u8
MTV LIVE ,,http://38.199.6.1:17001/play/a04n/index.m3u8
Movistar Deportes ,,http://38.199.6.1:17001/play/a05j/index.m3u8
MÆsChic,,http://38.199.6.1:17001/play/a0po/index.m3u8
NTN 24 Horas,,http://38.199.6.1:17001/play/a0pq/index.m3u8
NTV ,,http://38.199.6.1:17001/play/a04y/index.m3u8
NUTV,,http://38.199.6.1:17001/play/a0z4/index.m3u8
Nat Geo ,,http://38.199.6.1:17001/play/a051/index.m3u8
Nativa ENCODER ,,http://38.199.6.1:17001/play/a0d9/index.m3u8
Nick ,,http://38.199.6.1:17001/play/a03d/index.m3u8
Nick Jr,,http://38.199.6.1:17001/play/a0pb/index.m3u8
Nick Music,,http://38.199.6.1:17001/play/a0pi/index.m3u8
Novelisima,,http://38.199.6.1:17001/play/a0ux/index.m3u8
Nuestra Tele,,http://38.199.6.1:17001/play/a0ph/index.m3u8
PX SPORTS ENCODER ,,http://38.199.6.1:17001/play/a0us/index.m3u8
Panamericana I,,http://38.199.6.1:17001/play/a0cq/index.m3u8
Paramount ,,http://38.199.6.1:17001/play/a05a/index.m3u8
Pasiones ,,http://38.199.6.1:17001/play/a03z/index.m3u8
Peru Magico,,http://38.199.6.1:17001/play/a0s6/index.m3u8
Plim Plim ENCODER ,,http://38.199.6.1:17001/play/a0ur/index.m3u8
RAI,,http://38.199.6.1:17001/play/a0yf/index.m3u8
RCN ,,http://38.199.6.1:17001/play/a04w/index.m3u8
REWIND ,,http://38.199.6.1:17001/play/a0dc/index.m3u8
RPP I,,http://38.199.6.1:17001/play/a0cv/index.m3u8
RT ENCODER ,,http://38.199.6.1:17001/play/a0do/index.m3u8
Radio Nacional I,,http://38.199.6.1:17001/play/a0cn/index.m3u8
Radio Z I,,http://38.199.6.1:17001/play/a0cg/index.m3u8
STAR CHANNEL ,,http://38.199.6.1:17001/play/a067/index.m3u8
STAR TVE ,,http://38.199.6.1:17001/play/a05c/index.m3u8
Sony ,,http://38.199.6.1:17001/play/a032/index.m3u8
Sony Movies ENCODER ,,http://38.199.6.1:17001/play/a0di/index.m3u8
Space ,,http://38.199.6.1:17001/play/a035/index.m3u8
Stingray Concerts ,,http://38.199.6.1:17001/play/a05t/index.m3u8
Studio Universal,,http://38.199.6.1:17001/play/a0zk/index.m3u8
Studio Universal ,,http://38.199.6.1:17001/play/a05b/index.m3u8
Sun Channel ,,http://38.199.6.1:17001/play/a04h/index.m3u8
TCM,,http://38.199.6.1:17001/play/a0q0/index.m3u8
TLC ,,http://38.199.6.1:17001/play/a0c9/index.m3u8
TNT ,,http://38.199.6.1:17001/play/a042/index.m3u8
TNT Novelas ,,http://38.199.6.1:17001/play/a062/index.m3u8
TNT Series ,,http://38.199.6.1:17001/play/a04t/index.m3u8
TNT Sports Premium ,,http://38.199.6.1:17001/play/a036/index.m3u8
TV+ ,,http://38.199.6.1:17001/play/a04z/index.m3u8
TVN ,,http://38.199.6.1:17001/play/a03x/index.m3u8
TVPeru 7.3 I,,http://38.199.6.1:17001/play/a0co/index.m3u8
TVPeru I,,http://38.199.6.1:17001/play/a0cm/index.m3u8
Teen Nick,,http://38.199.6.1:17001/play/a0pj/index.m3u8
Telefé,,http://38.199.6.1:17001/play/a0pr/index.m3u8
Telemundo,,http://38.199.6.1:17001/play/a0xt/index.m3u8
Telesur ENCODER ,,http://38.199.6.1:17001/play/a0dp/index.m3u8
Tlnovelas ENCODER ,,http://38.199.6.1:17001/play/a0d2/index.m3u8
Tooncast ,,http://38.199.6.1:17001/play/a0bt/index.m3u8
Top Latino I,,http://38.199.6.1:17001/play/a0cw/index.m3u8
TyC Sports ,,http://38.199.6.1:17001/play/a05x/index.m3u8
UNIVERSAL CHANNEL ,,http://38.199.6.1:17001/play/a04m/index.m3u8
UNIVERSAL COMEDY ENCODER ,,http://38.199.6.1:17001/play/a0dk/index.m3u8
USA,,http://38.199.6.1:17001/play/a0px/index.m3u8
USMPTV I,,http://38.199.6.1:17001/play/a0cx/index.m3u8
Universal Cinema ENCODER ,,http://38.199.6.1:17001/play/a0uv/index.m3u8
Universal Cinema ,,http://38.199.6.1:17001/play/a0zm/index.m3u8
Universal Comedy ,,http://38.199.6.1:17001/play/a0zn/index.m3u8
Universal Premiere ENCODER ,,http://38.199.6.1:17001/play/a0dg/index.m3u8
Universal Premiere ,,http://38.199.6.1:17001/play/a0zl/index.m3u8
Universo,,http://38.199.6.1:17001/play/a0p1/index.m3u8
VE PLUS ENCODER ,,http://38.199.6.1:17001/play/a0um/index.m3u8
VIVA I,,http://38.199.6.1:17001/play/a0g8/index.m3u8
VIVA+ I,,http://38.199.6.1:17001/play/a0g9/index.m3u8
Via X Esports,,http://38.199.6.1:17001/play/a0yi/index.m3u8
ViaX ,,http://38.199.6.1:17001/play/a0ca/index.m3u8
WEST ENCODER ,,http://38.199.6.1:17001/play/a0wn/index.m3u8
WOBI,,http://38.199.6.1:17001/play/a0yc/index.m3u8
WUAN+,,http://38.199.6.1:17001/play/a0q8/index.m3u8
Warner Channel ,,http://38.199.6.1:17001/play/a033/index.m3u8
Willax I,,http://38.199.6.1:17001/play/a0ci/index.m3u8
